#bookid	if(downnum>100,if(downnum>400,2,1),0)	if(opennum>100,if(opennum>400,2,1),0)	if(averagestaytime>300,if(averagestaytime>500,2,1),0)	if(downnum > 400,1,0)
212	0	0	0	0
216	0	0	0	0
220	0	0	0	0
221	0	0	0	0
222	0	0	0	0
248	0	0	0	0
4144	0	0	1	0
4146	0	0	0	0
4163	0	0	0	0
4218	0	0	0	0
4223	0	0	0	0
4227	0	0	0	0
4245	0	0	0	0
4253	0	0	0	0
4258	0	0	0	0
4260	0	0	0	0
4277	0	0	0	0
4283	0	0	0	0
4289	0	0	0	0
4313	0	0	0	0
4323	0	0	0	0
4345	0	0	0	0
4347	0	0	0	0
4388	0	0	0	0
4390	0	0	0	0
4394	0	0	0	0
4422	0	0	0	0
4436	0	0	0	0
4451	0	0	0	0
4473	0	0	0	0
4483	0	0	0	0
4493	0	0	0	0
4497	0	0	0	0
4504	0	0	0	0
4525	0	0	0	0
4541	0	0	1	0
4542	0	0	0	0
4544	0	0	0	0
4548	0	0	0	0
4552	0	0	0	0
4555	0	0	0	0
4564	0	0	0	0
4568	0	0	0	0
4589	0	0	0	0
4606	0	0	0	0
4624	0	0	0	0
4628	0	0	0	0
4633	0	0	0	0
4663	0	0	0	0
4676	0	0	0	0
4686	0	0	0	0
4692	0	0	2	0
4701	0	0	0	0
4702	0	0	2	0
4715	0	0	0	0
4720	0	0	0	0
4722	0	0	0	0
4753	0	0	1	0
4777	0	0	0	0
4785	0	0	0	0
4786	0	0	0	0
4806	0	0	0	0
4808	0	0	0	0
4811	0	0	1	0
4824	0	0	0	0
4844	0	0	0	0
4864	0	0	0	0
4870	0	0	2	0
4878	0	0	0	0
4883	0	0	0	0
4906	0	0	0	0
4915	0	0	0	0
4924	0	0	0	0
4930	0	0	0	0
4937	0	0	0	0
4954	0	0	0	0
4958	0	0	0	0
4972	0	0	0	0
4978	0	0	0	0
4988	0	0	0	0
5012	0	0	0	0
5032	0	0	0	0
5047	0	0	0	0
5060	0	0	0	0
5067	0	0	0	0
5092	0	0	0	0
5096	0	0	1	0
5098	0	0	0	0
5101	0	0	0	0
5170	0	0	0	0
5206	0	0	1	0
5208	0	0	0	0
5228	0	0	0	0
5233	0	0	0	0
5239	0	0	0	0
5245	0	0	0	0
5248	0	0	0	0
5268	0	0	0	0
5286	0	0	0	0
5288	0	0	2	0
5306	0	0	2	0
5308	0	0	0	0
5310	0	0	0	0
5312	0	0	0	0
5330	0	0	0	0
5341	0	0	0	0
5362	0	0	0	0
5384	0	0	0	0
5394	0	0	0	0
5409	0	0	0	0
5411	0	0	0	0
5422	0	0	0	0
5438	0	0	0	0
5440	0	0	2	0
5445	0	0	0	0
5446	0	0	0	0
5454	0	0	0	0
5456	0	0	0	0
5470	0	0	0	0
5499	0	0	0	0
5523	0	0	1	0
5530	0	0	0	0
5567	0	0	0	0
5568	0	0	0	0
5576	0	0	0	0
5587	0	0	0	0
5595	0	0	1	0
5605	0	0	0	0
5613	0	0	0	0
5620	0	0	0	0
5639	0	0	2	0
5648	0	0	2	0
5650	0	0	0	0
5678	0	0	0	0
5710	0	0	0	0
5721	0	0	0	0
5732	0	0	0	0
5737	0	0	0	0
5782	0	0	0	0
5784	0	0	0	0
5790	0	0	0	0
5798	0	0	0	0
5818	0	0	0	0
5828	0	0	0	0
5829	0	0	2	0
5833	0	0	0	0
5837	0	0	0	0
5842	0	0	0	0
5845	0	0	0	0
5862	0	0	0	0
5872	0	0	0	0
5874	0	0	0	0
5876	0	0	0	0
5878	0	0	0	0
5906	0	0	0	0
5916	0	0	0	0
5930	0	0	0	0
5931	0	0	0	0
5940	0	0	0	0
5961	0	0	0	0
5967	0	0	0	0
5977	0	0	0	0
5992	0	0	0	0
5995	0	0	2	0
5999	0	0	0	0
6003	0	0	0	0
6010	0	0	0	0
6017	0	0	0	0
6029	0	0	0	0
6034	0	0	0	0
6037	0	0	0	0
6054	0	0	0	0
6062	0	0	0	0
6064	0	0	0	0
6072	0	0	0	0
6074	0	0	0	0
6080	0	0	0	0
6087	0	0	0	0
6090	0	0	0	0
6097	0	0	0	0
6126	0	0	0	0
6147	0	0	0	0
6148	0	0	0	0
6156	0	0	0	0
6215	0	0	0	0
6236	0	0	0	0
6262	0	0	0	0
6284	0	0	0	0
6305	0	0	0	0
6324	0	0	0	0
6349	0	0	0	0
6351	0	0	0	0
6356	0	0	0	0
6364	0	0	0	0
6368	0	0	0	0
6372	0	0	0	0
6377	0	0	1	0
6397	0	0	0	0
6405	0	0	0	0
6408	0	0	0	0
6413	0	0	0	0
6434	0	0	0	0
6504	0	0	0	0
6525	0	0	0	0
6572	0	0	0	0
6578	0	0	0	0
6581	0	0	0	0
6583	0	0	0	0
6586	0	0	0	0
6593	0	0	0	0
6597	0	0	0	0
6610	0	0	0	0
6614	0	0	0	0
6629	0	0	0	0
6630	0	0	0	0
6634	0	0	0	0
6636	0	0	0	0
6643	0	0	0	0
6647	0	0	0	0
6663	0	0	0	0
6685	0	0	0	0
6689	0	0	0	0
6693	0	0	0	0
6695	0	0	0	0
6699	0	0	0	0
6719	0	0	0	0
6721	0	0	0	0
6728	0	0	0	0
6732	0	0	0	0
6740	0	0	0	0
6769	0	0	0	0
6770	0	0	0	0
6792	0	0	0	0
6796	0	0	0	0
6823	0	0	0	0
6827	0	0	0	0
6865	0	0	0	0
6870	0	0	0	0
6894	0	0	0	0
6898	0	0	0	0
6899	0	0	0	0
6904	0	0	0	0
6907	0	0	0	0
6909	0	0	0	0
6911	0	0	0	0
6913	0	0	0	0
6916	0	0	0	0
6918	0	0	0	0
6924	0	0	0	0
6926	0	0	0	0
6930	0	0	0	0
6941	0	0	0	0
6947	0	0	0	0
6953	0	0	0	0
6955	0	0	2	0
6956	0	0	0	0
6958	0	0	0	0
6961	0	0	0	0
6969	0	0	0	0
6975	0	0	0	0
6976	0	0	1	0
6977	0	0	0	0
6979	0	0	0	0
6980	0	0	0	0
6982	0	0	0	0
6983	0	0	0	0
6996	0	0	0	0
7011	0	0	0	0
7019	0	0	0	0
7020	0	0	0	0
7024	0	0	2	0
7025	0	0	0	0
7029	0	0	0	0
7030	0	0	0	0
7032	0	0	0	0
7033	0	0	0	0
7039	0	0	0	0
7042	0	0	0	0
7045	0	0	0	0
7057	0	0	0	0
7058	0	0	0	0
7069	0	0	0	0
7074	0	0	0	0
7081	0	0	0	0
7084	0	0	0	0
7088	0	0	0	0
7101	0	0	1	0
7106	0	0	0	0
7124	0	0	0	0
7126	0	0	0	0
7127	0	0	0	0
7140	0	0	0	0
7141	0	0	0	0
7143	0	0	0	0
7156	0	0	0	0
7160	0	0	0	0
7171	0	0	0	0
7180	0	0	0	0
7182	0	0	0	0
7188	0	0	0	0
7194	0	0	0	0
7200	0	0	0	0
7205	0	0	0	0
7206	0	0	0	0
7211	0	0	0	0
7215	0	0	0	0
7223	0	0	0	0
7228	0	0	0	0
7232	0	0	0	0
7238	0	0	0	0
7241	0	0	2	0
7248	0	0	0	0
7249	0	0	0	0
7262	0	0	0	0
7266	0	0	0	0
7268	0	0	0	0
7272	0	0	0	0
7273	0	0	0	0
7279	0	0	0	0
7280	0	0	0	0
7281	0	0	0	0
7284	0	0	0	0
7285	0	0	0	0
7292	0	0	0	0
7293	0	0	0	0
7294	0	0	0	0
7297	0	0	0	0
7300	0	0	0	0
7303	0	0	0	0
7313	0	0	0	0
7319	0	0	0	0
7328	0	0	0	0
7329	0	0	2	0
7331	0	0	0	0
7332	0	0	0	0
7348	0	0	0	0
7371	0	0	0	0
7376	0	0	0	0
7381	0	0	0	0
7389	0	0	0	0
7395	0	0	0	0
7397	0	0	0	0
7408	0	0	0	0
7415	0	0	0	0
7424	0	0	0	0
7425	0	0	0	0
7428	0	0	0	0
7432	0	0	0	0
7436	0	0	1	0
7462	0	0	0	0
7464	0	0	0	0
7468	0	0	0	0
7469	0	0	0	0
7471	0	0	0	0
7481	0	0	0	0
7482	0	0	0	0
7489	0	0	0	0
7499	0	0	0	0
7505	0	0	0	0
7506	0	0	0	0
7512	0	0	0	0
7528	0	0	0	0
7531	0	0	0	0
7532	0	0	0	0
7534	0	0	0	0
7545	0	0	0	0
7551	0	0	0	0
7559	0	0	1	0
7560	0	0	0	0
7562	0	0	0	0
7567	0	0	0	0
7570	0	0	0	0
7576	0	0	0	0
7581	0	0	0	0
7586	0	0	0	0
7601	0	0	0	0
7603	0	0	0	0
7614	0	0	0	0
7634	0	0	0	0
7638	0	0	0	0
7652	0	0	0	0
7667	0	0	0	0
7668	0	0	2	0
7672	0	0	0	0
7679	0	0	0	0
7699	0	0	2	0
7709	0	0	0	0
7712	0	0	0	0
7714	0	0	0	0
7719	0	0	0	0
7745	0	0	2	0
7747	0	0	0	0
7750	0	0	0	0
7756	0	0	0	0
7757	0	0	0	0
7760	0	0	0	0
7765	0	0	0	0
7767	0	0	0	0
7771	0	0	0	0
7775	0	0	0	0
7780	0	0	0	0
7786	0	0	0	0
7787	0	0	2	0
7791	0	0	0	0
7806	0	0	1	0
7818	0	0	0	0
7835	0	0	0	0
7839	0	0	0	0
7843	0	0	0	0
7846	0	0	0	0
7854	0	0	0	0
7868	0	0	0	0
7876	0	0	0	0
7880	0	0	0	0
7883	0	0	0	0
7886	0	0	0	0
7891	0	0	0	0
7895	0	0	0	0
7904	0	0	0	0
7915	0	0	0	0
7919	0	0	0	0
7923	0	0	0	0
7931	0	0	0	0
7936	0	0	0	0
7940	0	0	0	0
7947	0	0	0	0
7978	0	0	0	0
7979	0	0	0	0
7993	0	0	0	0
7996	0	0	0	0
8041	0	0	0	0
8069	0	0	0	0
8072	0	0	1	0
8078	0	0	0	0
8086	0	0	0	0
8087	0	0	2	0
8091	0	0	0	0
4263	0	0	0	0
4467	0	0	1	0
4480	0	0	0	0
4555	0	0	0	0
4564	0	0	0	0
4750	0	0	0	0
4768	0	0	0	0
4842	0	0	0	0
4885	0	0	0	0
4932	0	0	0	0
4940	0	0	0	0
4948	0	0	0	0
4957	0	0	0	0
5030	0	0	0	0
5036	0	0	0	0
5060	0	0	0	0
5126	0	0	0	0
5137	0	0	0	0
5160	0	0	0	0
5247	0	0	0	0
5258	0	0	0	0
5277	0	0	0	0
5290	0	0	0	0
5298	0	0	0	0
5316	0	0	0	0
5328	0	0	1	0
5335	0	0	0	0
5390	0	0	0	0
5442	0	0	0	0
5444	0	0	0	0
5447	0	0	0	0
5479	0	0	0	0
5484	0	0	0	0
5495	0	0	0	0
5500	0	0	0	0
5522	0	0	0	0
5534	0	0	0	0
5540	0	0	0	0
5546	0	0	0	0
5572	0	0	0	0
5632	0	0	0	0
5637	0	0	0	0
5650	0	0	0	0
5668	0	0	2	0
5691	0	0	0	0
5701	0	0	0	0
5718	0	0	1	0
5725	0	0	0	0
5744	0	0	0	0
5747	0	0	0	0
5749	0	0	0	0
5766	0	0	0	0
5772	0	0	0	0
5790	0	0	0	0
5800	0	0	0	0
5806	0	0	0	0
5812	0	0	0	0
5820	0	0	0	0
5845	0	0	0	0
5872	0	0	0	0
5885	0	0	2	0
5918	0	0	0	0
5983	0	0	0	0
5985	0	0	0	0
5992	0	0	0	0
5993	0	0	0	0
5999	0	0	0	0
6003	0	0	0	0
6014	0	0	0	0
6023	0	0	0	0
6047	0	0	0	0
6050	0	0	0	0
6078	0	0	0	0
6087	0	0	0	0
6089	0	0	0	0
6103	0	0	0	0
6128	0	0	0	0
6156	0	0	0	0
6160	0	0	0	0
6165	0	0	0	0
6195	0	0	0	0
6201	0	0	0	0
6209	0	0	0	0
6226	0	0	0	0
6248	0	0	0	0
6254	0	0	0	0
6258	0	0	0	0
6260	0	0	0	0
6264	0	0	0	0
6277	0	0	0	0
6287	0	0	0	0
6297	0	0	0	0
6302	0	0	0	0
6304	0	0	0	0
6315	0	0	1	0
6340	0	0	0	0
6348	0	0	1	0
6353	0	0	0	0
6354	0	0	0	0
6380	0	0	0	0
6389	0	0	0	0
6391	0	0	0	0
6399	0	0	1	0
6423	0	0	0	0
6425	0	0	1	0
6438	0	0	0	0
6483	0	0	0	0
6506	0	0	0	0
6531	0	0	0	0
6532	0	0	0	0
6534	0	0	0	0
6549	0	0	0	0
6557	0	0	0	0
6576	0	0	0	0
6612	0	0	0	0
6635	0	0	0	0
6653	0	0	0	0
6665	0	0	0	0
6673	0	0	0	0
6684	0	0	1	0
6706	0	0	0	0
6707	0	0	0	0
6730	0	0	0	0
6736	0	0	0	0
6740	0	0	0	0
6770	0	0	0	0
6782	0	0	0	0
6786	0	0	0	0
6788	0	0	0	0
6790	0	0	0	0
6794	0	0	0	0
6798	0	0	0	0
6806	0	0	0	0
6816	0	0	0	0
6817	0	0	0	0
6819	0	0	0	0
6821	0	0	0	0
6823	0	0	0	0
6827	0	0	0	0
6853	0	0	0	0
6861	0	0	2	0
6888	0	0	0	0
6892	0	0	0	0
6900	0	0	0	0
6909	0	0	0	0
6914	0	0	0	0
6917	0	0	0	0
6920	0	0	0	0
6921	0	0	0	0
6925	0	0	2	0
6932	0	0	1	0
6937	0	0	0	0
6939	0	0	0	0
6945	0	0	0	0
6949	0	0	0	0
6950	0	0	0	0
6963	0	0	0	0
6965	0	0	2	0
6966	0	0	2	0
6967	0	0	0	0
6975	0	0	0	0
6983	0	0	0	0
7004	0	0	0	0
7008	0	0	0	0
7016	0	0	0	0
7022	0	0	0	0
7029	0	0	0	0
7034	0	0	0	0
7035	0	0	0	0
7045	0	0	0	0
7050	0	0	0	0
7056	0	0	0	0
7058	0	0	0	0
7060	0	0	0	0
7065	0	0	0	0
7068	0	0	0	0
7080	0	0	0	0
7083	0	0	0	0
7087	0	0	0	0
7089	0	0	0	0
7092	0	0	0	0
7094	0	0	0	0
7099	0	0	0	0
7104	0	0	0	0
7108	0	0	0	0
7118	0	0	0	0
7119	0	0	0	0
7123	0	0	0	0
7128	0	0	0	0
7129	0	0	0	0
7130	0	0	0	0
7135	0	0	0	0
7138	0	0	0	0
7142	0	0	0	0
7144	0	0	0	0
7145	0	0	0	0
7150	0	0	0	0
7152	0	0	0	0
7155	0	0	0	0
7158	0	0	0	0
7162	0	0	0	0
7163	0	0	0	0
7166	0	0	0	0
7171	0	0	0	0
7175	0	0	0	0
7181	0	0	0	0
7185	0	0	0	0
7190	0	0	2	0
7191	0	0	0	0
7195	0	0	0	0
7198	0	0	0	0
7218	0	0	0	0
7222	0	0	0	0
7225	0	0	0	0
7226	0	0	0	0
7228	0	0	0	0
7230	0	0	0	0
7231	0	0	0	0
7234	0	0	0	0
7235	0	0	0	0
7236	0	0	0	0
7243	0	0	0	0
7246	0	0	0	0
7253	0	0	0	0
7258	0	0	0	0
7263	0	0	0	0
7271	0	0	0	0
7315	0	0	0	0
7326	0	0	0	0
7328	0	0	0	0
7335	0	0	0	0
7349	0	0	2	0
7356	0	0	0	0
7363	0	0	0	0
7365	0	0	0	0
7366	0	0	0	0
7373	0	0	2	0
7379	0	0	0	0
7386	0	0	0	0
7389	0	0	0	0
7396	0	0	0	0
7397	0	0	0	0
7401	0	0	0	0
7406	0	0	0	0
7411	0	0	0	0
7419	0	0	0	0
7421	0	0	0	0
7426	0	0	0	0
7430	0	0	2	0
7435	0	0	0	0
7448	0	0	0	0
7452	0	0	0	0
7487	0	0	0	0
7493	0	0	0	0
7498	0	0	0	0
7502	0	0	0	0
7504	0	0	0	0
7505	0	0	0	0
7507	0	0	0	0
7515	0	0	0	0
7516	0	0	0	0
7521	0	0	2	0
7522	0	0	0	0
7523	0	0	0	0
7529	0	0	0	0
7540	0	0	0	0
7546	0	0	0	0
7558	0	0	0	0
7561	0	0	0	0
7582	0	0	1	0
7587	0	0	0	0
7598	0	0	0	0
7608	0	0	0	0
7615	0	0	0	0
7620	0	0	0	0
7644	0	0	0	0
7647	0	0	2	0
7649	0	0	0	0
7655	0	0	0	0
7659	0	0	0	0
7677	0	0	0	0
7681	0	0	1	0
7682	0	0	0	0
7686	0	0	1	0
7689	0	0	0	0
7692	0	0	0	0
7693	0	0	0	0
7708	0	0	0	0
7721	0	0	0	0
7725	0	0	0	0
7727	0	0	0	0
7733	0	0	0	0
7735	0	0	0	0
7746	0	0	0	0
7750	0	0	0	0
7772	0	0	0	0
7777	0	0	0	0
7785	0	0	0	0
7788	0	0	0	0
7793	0	0	0	0
7799	0	0	0	0
7800	0	0	0	0
7801	0	0	0	0
7802	0	0	0	0
7809	0	0	0	0
7812	0	0	0	0
7813	0	0	0	0
7815	0	0	0	0
7820	0	0	2	0
7822	0	0	0	0
7824	0	0	0	0
7828	0	0	0	0
7831	0	0	0	0
7838	0	0	0	0
7845	0	0	0	0
7852	0	0	0	0
7853	0	0	0	0
7855	0	0	0	0
7860	0	0	0	0
7861	0	0	0	0
7864	0	0	0	0
7889	0	0	0	0
7890	0	0	0	0
7894	0	0	0	0
7899	0	0	0	0
7900	0	0	0	0
7904	0	0	0	0
7909	0	0	0	0
7913	0	0	0	0
7914	0	0	0	0
7916	0	0	2	0
7919	0	0	0	0
7922	0	0	0	0
7952	0	0	0	0
7958	0	0	0	0
7960	0	0	0	0
7974	0	0	0	0
7975	0	0	0	0
7980	0	0	0	0
7996	0	0	0	0
7998	0	0	0	0
8003	0	0	2	0
8009	0	0	0	0
8012	0	0	0	0
8025	0	0	0	0
8027	0	0	2	0
8028	0	0	2	0
8030	0	0	0	0
8033	0	0	0	0
8043	0	0	0	0
8049	0	0	0	0
8057	0	0	0	0
8059	0	0	0	0
8081	0	0	0	0
8085	0	0	0	0
8090	0	0	0	0
8091	0	0	0	0
28	0	0	1	0
29	0	0	1	0
35	0	0	0	0
36	0	0	0	0
82	0	0	2	0
105	0	0	0	0
106	0	0	0	0
107	0	0	0	0
115	0	0	1	0
148	0	0	0	0
149	0	0	0	0
165	0	0	0	0
184	0	0	0	0
185	0	0	0	0
186	0	0	0	0
187	0	0	0	0
189	0	0	0	0
205	0	0	0	0
209	0	0	0	0
211	0	0	0	0
218	0	0	1	0
219	0	0	0	0
224	0	0	0	0
225	0	0	0	0
226	0	0	0	0
227	0	0	0	0
229	0	0	0	0
231	0	0	0	0
232	0	0	0	0
233	0	0	0	0
237	0	0	0	0
244	0	0	0	0
245	0	0	0	0
246	0	0	0	0
253	0	0	0	0
256	0	0	0	0
4133	0	0	0	0
4142	0	0	2	0
4159	0	0	0	0
4168	0	0	0	0
4205	0	0	0	0
4217	0	0	2	0
4220	0	0	0	0
4267	0	0	0	0
4271	0	0	0	0
4325	0	0	0	0
4368	0	0	0	0
4382	0	0	0	0
4404	0	0	0	0
4407	0	0	0	0
4411	0	0	0	0
4446	0	0	0	0
4480	0	0	0	0
4487	0	0	0	0
4528	0	0	2	0
4531	0	0	0	0
4551	0	0	0	0
4582	0	0	0	0
4584	0	0	0	0
4587	0	0	0	0
4600	0	0	0	0
4635	0	0	0	0
4639	0	0	0	0
4654	0	0	2	0
4667	0	0	0	0
4673	0	0	0	0
4681	0	0	0	0
4682	0	0	0	0
4688	0	0	0	0
4698	0	0	0	0
4704	0	0	0	0
4706	0	0	0	0
4719	0	0	0	0
4721	0	0	0	0
4728	0	0	0	0
4730	0	0	0	0
4731	0	0	0	0
4735	0	0	0	0
4742	0	0	0	0
4748	0	0	0	0
4755	0	0	0	0
4757	0	0	0	0
4762	0	0	0	0
4766	0	0	0	0
4768	0	0	0	0
4770	0	0	0	0
4772	0	0	0	0
4775	0	0	0	0
4792	0	0	0	0
4813	0	0	0	0
4826	0	0	0	0
4830	0	0	0	0
4848	0	0	0	0
4851	0	0	0	0
4853	0	0	0	0
4854	0	0	0	0
4856	0	0	0	0
4875	0	0	0	0
4877	0	0	1	0
4901	0	0	2	0
4938	0	0	2	0
4940	0	0	0	0
4948	0	0	0	0
4957	0	0	0	0
4982	0	0	0	0
4994	0	0	0	0
5030	0	0	0	0
5034	0	0	0	0
5050	0	0	0	0
5062	0	0	0	0
5064	0	0	0	0
5083	0	0	0	0
5103	0	0	0	0
5119	0	0	0	0
5121	0	0	0	0
5125	0	0	0	0
5126	0	0	0	0
5128	0	0	0	0
5129	0	0	2	0
5133	0	0	0	0
5142	0	0	0	0
5148	0	0	0	0
5151	0	0	0	0
5152	0	0	0	0
5154	0	0	2	0
5168	0	0	0	0
5171	0	0	0	0
5173	0	0	0	0
5181	0	0	0	0
5199	0	0	0	0
5205	0	0	0	0
5207	0	0	0	0
5212	0	0	0	0
5213	0	0	0	0
5218	0	0	0	0
5221	0	0	0	0
5223	0	0	2	0
5225	0	0	0	0
5230	0	0	0	0
5243	0	0	0	0
5247	0	0	0	0
5254	0	0	0	0
5257	0	0	0	0
5258	0	0	0	0
5272	0	0	0	0
5274	0	0	0	0
5275	0	0	0	0
5285	0	0	0	0
5294	0	0	0	0
5296	0	0	0	0
5300	0	0	0	0
5315	0	0	0	0
5316	0	0	0	0
5320	0	0	0	0
5322	0	0	0	0
5328	0	0	1	0
5337	0	0	0	0
5380	0	0	0	0
5386	0	0	0	0
5390	0	0	0	0
5405	0	0	0	0
5413	0	0	0	0
5459	0	0	0	0
5468	0	0	0	0
5475	0	0	2	0
5479	0	0	0	0
5481	0	0	0	0
5493	0	0	0	0
5495	0	0	0	0
5497	0	0	0	0
5516	0	0	0	0
5540	0	0	0	0
5547	0	0	0	0
5559	0	0	0	0
5565	0	0	0	0
5570	0	0	0	0
5572	0	0	0	0
5581	0	0	0	0
5582	0	0	0	0
5593	0	0	0	0
5596	0	0	0	0
5598	0	0	2	0
5604	0	0	0	0
5607	0	0	0	0
5616	0	0	0	0
5626	0	0	0	0
5628	0	0	0	0
5632	0	0	0	0
5656	0	0	0	0
5658	0	0	0	0
5660	0	0	1	0
5664	0	0	0	0
5669	0	0	0	0
5676	0	0	0	0
5682	0	0	0	0
5684	0	0	0	0
5691	0	0	0	0
5697	0	0	0	0
5701	0	0	0	0
5703	0	0	0	0
5730	0	0	0	0
5741	0	0	2	0
5742	0	0	0	0
5757	0	0	0	0
5764	0	0	0	0
5772	0	0	0	0
5800	0	0	0	0
5804	0	0	0	0
5806	0	0	0	0
5807	0	0	0	0
5809	0	0	0	0
5810	0	0	0	0
5812	0	0	0	0
5840	0	0	0	0
5856	0	0	0	0
5866	0	0	0	0
5882	0	0	0	0
5887	0	0	0	0
5892	0	0	0	0
5898	0	0	0	0
5910	0	0	0	0
5918	0	0	0	0
5923	0	0	0	0
5938	0	0	0	0
5942	0	0	0	0
5962	0	0	0	0
5970	0	0	0	0
5982	0	0	0	0
5985	0	0	0	0
5993	0	0	0	0
6001	0	0	2	0
6006	0	0	0	0
6008	0	0	0	0
6014	0	0	0	0
6023	0	0	0	0
6027	0	0	0	0
6033	0	0	0	0
6043	0	0	2	0
6045	0	0	0	0
6052	0	0	0	0
6057	0	0	0	0
6060	0	0	2	0
6094	0	0	0	0
6096	0	0	0	0
6106	0	0	0	0
6110	0	0	0	0
6112	0	0	0	0
6114	0	0	0	0
6118	0	0	0	0
6122	0	0	0	0
6125	0	0	2	0
6128	0	0	0	0
6166	0	0	0	0
6168	0	0	1	0
6180	0	0	0	0
6189	0	0	0	0
6193	0	0	0	0
6201	0	0	0	0
6203	0	0	0	0
6223	0	0	0	0
6225	0	0	0	0
6232	0	0	0	0
6234	0	0	0	0
6250	0	0	0	0
6258	0	0	0	0
6260	0	0	0	0
6268	0	0	0	0
6281	0	0	0	0
6289	0	0	2	0
6300	0	0	0	0
6304	0	0	0	0
6309	0	0	0	0
6316	0	0	0	0
6327	0	0	0	0
6329	0	0	1	0
6348	0	0	0	0
6353	0	0	0	0
6354	0	0	0	0
6360	0	0	0	0
6375	0	0	0	0
6378	0	0	0	0
6382	0	0	0	0
6406	0	0	0	0
6409	0	0	0	0
6415	0	0	0	0
6425	0	0	0	0
6431	0	0	0	0
6433	0	0	0	0
6436	0	0	0	0
6443	0	0	0	0
6447	0	0	0	0
6457	0	0	0	0
6459	0	0	0	0
6481	0	0	0	0
6483	0	0	0	0
6487	0	0	0	0
6490	0	0	0	0
6503	0	0	0	0
6506	0	0	0	0
6527	0	0	0	0
6549	0	0	0	0
6555	0	0	1	0
6557	0	0	0	0
6561	0	0	0	0
6563	0	0	0	0
6567	0	0	2	0
6579	0	0	0	0
6591	0	0	0	0
6606	0	0	0	0
6608	0	0	0	0
6612	0	0	0	0
6616	0	0	0	0
6620	0	0	0	0
6627	0	0	0	0
6632	0	0	0	0
6635	0	0	0	0
6646	0	0	0	0
6649	0	0	0	0
6651	0	0	0	0
6655	0	0	0	0
6669	0	0	0	0
6673	0	0	0	0
6675	0	0	0	0
6677	0	0	0	0
6687	0	0	0	0
6692	0	0	0	0
6730	0	0	0	0
6736	0	0	0	0
6743	0	0	0	0
6755	0	0	0	0
6761	0	0	0	0
6782	0	0	0	0
6784	0	0	0	0
6790	0	0	0	0
6817	0	0	0	0
6821	0	0	0	0
6826	0	0	0	0
6828	0	0	0	0
6830	0	0	0	0
6832	0	0	0	0
6859	0	0	0	0
6861	0	0	0	0
6872	0	0	0	0
6890	0	0	2	0
6893	0	0	0	0
6895	0	0	0	0
6896	0	0	0	0
6900	0	0	0	0
6908	0	0	0	0
6910	0	0	0	0
6914	0	0	0	0
6915	0	0	0	0
6917	0	0	0	0
6919	0	0	0	0
6922	0	0	0	0
6923	0	0	0	0
6929	0	0	0	0
6932	0	0	0	0
6933	0	0	0	0
6935	0	0	0	0
6937	0	0	0	0
6939	0	0	0	0
6948	0	0	0	0
6949	0	0	0	0
6950	0	0	0	0
6951	0	0	2	0
6954	0	0	0	0
6960	0	0	0	0
6963	0	0	0	0
6965	0	0	2	0
6967	0	0	0	0
6968	0	0	0	0
6978	0	0	0	0
6984	0	0	0	0
6989	0	0	0	0
6992	0	0	0	0
6997	0	0	0	0
6998	0	0	0	0
7003	0	0	0	0
7008	0	0	0	0
7009	0	0	0	0
7015	0	0	0	0
7016	0	0	0	0
7022	0	0	0	0
7023	0	0	0	0
7026	0	0	0	0
7031	0	0	0	0
7036	0	0	0	0
7037	0	0	0	0
7048	0	0	1	0
7050	0	0	0	0
7051	0	0	0	0
7052	0	0	0	0
7054	0	0	0	0
7059	0	0	0	0
7062	0	0	2	0
7064	0	0	0	0
7065	0	0	0	0
7066	0	0	0	0
7071	0	0	0	0
7072	0	0	0	0
7073	0	0	0	0
7075	0	0	0	0
7078	0	0	0	0
7079	0	0	0	0
7080	0	0	0	0
7083	0	0	0	0
7085	0	0	0	0
7092	0	0	0	0
7097	0	0	0	0
7100	0	0	0	0
7103	0	0	0	0
7107	0	0	0	0
7108	0	0	0	0
7109	0	0	0	0
7110	0	0	0	0
7114	0	0	0	0
7115	0	0	0	0
7117	0	0	0	0
7120	0	0	0	0
7122	0	0	0	0
7129	0	0	0	0
7136	0	0	0	0
7138	0	0	0	0
7144	0	0	0	0
7145	0	0	0	0
7150	0	0	0	0
7152	0	0	0	0
7155	0	0	0	0
7157	0	0	0	0
7161	0	0	0	0
7162	0	0	0	0
7174	0	0	0	0
7176	0	0	0	0
7177	0	0	0	0
7178	0	0	0	0
7181	0	0	0	0
7183	0	0	0	0
7184	0	0	0	0
7185	0	0	0	0
7190	0	0	0	0
7198	0	0	0	0
7202	0	0	0	0
7208	0	0	0	0
7209	0	0	0	0
7212	0	0	0	0
7214	0	0	0	0
7216	0	0	0	0
7219	0	0	0	0
7220	0	0	0	0
7222	0	0	0	0
7224	0	0	0	0
7226	0	0	0	0
7230	0	0	0	0
7231	0	0	0	0
7234	0	0	0	0
7236	0	0	0	0
7240	0	0	0	0
7247	0	0	0	0
7250	0	0	0	0
7251	0	0	0	0
7253	0	0	0	0
7260	0	0	0	0
7264	0	0	0	0
7265	0	0	0	0
7275	0	0	0	0
7290	0	0	0	0
7298	0	0	1	0
7301	0	0	0	0
7302	0	0	0	0
7306	0	0	0	0
7308	0	0	1	0
7309	0	0	0	0
7312	0	0	0	0
